scenario,pathway,functional_unit,system_activity_database,system_activity_code,exchange_index,exchange_type,stage,material_code,flow_key,portable_mapping_key,provider_or_flow_name,provider_or_flow_database,provider_or_flow_code,provider_location,biosphere_categories,quantity_per_functional_unit,flow_unit,mass_allocation_fraction,mass_allocated_quantity_per_functional_unit,exchange_formula,exchange_comment,is_internal_zero_impact_link,include_in_lcia
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,9,technosphere,"farming and harvest, switchgrass",,technosphere|ei39_cutoff|3ee7c8858925e7de6a8ca0eb548143f7,"technosphere::market for inorganic nitrogen fertiliser, as N::US::kilogram","market for inorganic nitrogen fertiliser, as N",ei39_cutoff,3ee7c8858925e7de6a8ca0eb548143f7,US,,0.0007993518672560803,kilogram,0.7370271109743906,0.0005891439973757334,(0.0007993518672560803)*stage_scale__farming_and_harvest_switchgrass,"stage=farming and harvest, switchgrass; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,10,technosphere,"farming and harvest, switchgrass",,technosphere|ei39_cutoff|697927891e43c4b12144bd4422a3a4a0,"technosphere::market for inorganic phosphorus fertiliser, as P2O5::US::kilogram","market for inorganic phosphorus fertiliser, as P2O5",ei39_cutoff,697927891e43c4b12144bd4422a3a4a0,US,,0.0003782273939776435,kilogram,0.7370271109743906,0.0002787638434747152,(0.0003782273939776435)*stage_scale__farming_and_harvest_switchgrass,"stage=farming and harvest, switchgrass; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,11,technosphere,"farming and harvest, switchgrass",,technosphere|ei39_cutoff|0123b5c80d7e3ceeab025ca4b17ad9aa,"technosphere::market for inorganic potassium fertiliser, as K2O::US::kilogram","market for inorganic potassium fertiliser, as K2O",ei39_cutoff,0123b5c80d7e3ceeab025ca4b17ad9aa,US,,0.0005245190678013267,kilogram,0.7370271109743906,0.0003865847731925923,(0.0005245190678013267)*stage_scale__farming_and_harvest_switchgrass,"stage=farming and harvest, switchgrass; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,12,technosphere,"farming and harvest, switchgrass",,technosphere|ei39_cutoff|7b62e459ae2e302a703a92dd474a8342,technosphere::market for glyphosate::GLO::kilogram,market for glyphosate,ei39_cutoff,7b62e459ae2e302a703a92dd474a8342,GLO,,8.702813075364456e-06,kilogram,0.7370271109743906,6.414209178286016e-06,(8.702813075364456e-06)*stage_scale__farming_and_harvest_switchgrass,"stage=farming and harvest, switchgrass; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,13,technosphere,"farming and harvest, switchgrass",,technosphere|ei39_cutoff|bc2c53ca3fe04d0ed1ff8a1a7706871a,"technosphere::market for calcium carbonate, precipitated::RoW::kilogram","market for calcium carbonate, precipitated",ei39_cutoff,bc2c53ca3fe04d0ed1ff8a1a7706871a,RoW,,0.0009582560995570673,kilogram,0.7370271109743906,0.0007062607246301334,(0.0009582560995570673)*stage_scale__farming_and_harvest_switchgrass,"stage=farming and harvest, switchgrass; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,14,technosphere,"farming and harvest, switchgrass",,technosphere|ei39_cutoff|22db46f6ba1211c058e4da0ac386d3e7,"technosphere::market for polyethylene, high density, granulate::GLO::kilogram","market for polyethylene, high density, granulate",ei39_cutoff,22db46f6ba1211c058e4da0ac386d3e7,GLO,,5.530859017258383e-05,kilogram,0.7370271109743906,4.076393042696603e-05,(5.530859017258383e-05)*stage_scale__farming_and_harvest_switchgrass,"stage=farming and harvest, switchgrass; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,15,technosphere,"farming and harvest, switchgrass",,technosphere|ei39_cutoff|b613a0e604fce45d4146006a310d2872,technosphere::market for diesel::RoW::kilogram,market for diesel,ei39_cutoff,b613a0e604fce45d4146006a310d2872,RoW,,0.0011501045828183338,kilogram,0.7370271109743906,0.0008476582579930033,tech__farming_and_harvest_switchgrass__market_for_diesel,"stage=farming and harvest, switchgrass; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,16,technosphere,"treatment of NCG, hydrogen production, in char graphite",electricity,technosphere|ei39_cutoff|2df74714a5a7c8cc88d704fee4a848dd,"technosphere::market group for electricity, medium voltage::US::kilowatt hour","market group for electricity, medium voltage",ei39_cutoff,2df74714a5a7c8cc88d704fee4a848dd,US,,0.21949395904021676,kilowatt hour,0.7370271109743906,0.16177299850774218,tech__treatment_of_NCG_hydrogen_production_in_char_graphite__market_group_for_electricity_medium_voltage,"stage=treatment of NCG, hydrogen production, in char graphite; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,17,technosphere,"waste processing and sorting, construction and demolition",,technosphere|ei39_cutoff|2df74714a5a7c8cc88d704fee4a848dd,"technosphere::market group for electricity, medium voltage::US::kilowatt hour","market group for electricity, medium voltage",ei39_cutoff,2df74714a5a7c8cc88d704fee4a848dd,US,,4.74378567978011e-06,kilowatt hour,0.7370271109743906,3.49629865465002e-06,tech__waste_processing_and_sorting_construction_and_demolition__market_group_for_electricity_medium_voltage,"stage=waste processing and sorting, construction and demolition; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,18,technosphere,"waste processing and sorting, construction and demolition",,technosphere|ei39_cutoff|b613a0e604fce45d4146006a310d2872,technosphere::market for diesel::RoW::kilogram,market for diesel,ei39_cutoff,b613a0e604fce45d4146006a310d2872,RoW,,0.009612600606103762,kilogram,0.7370271109743906,0.007084747253667331,tech__waste_processing_and_sorting_construction_and_demolition__market_for_diesel,"stage=waste processing and sorting, construction and demolition; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,19,technosphere,"slow pyrolysis, biochar production, biooil as byproduct",diesel,technosphere|ei39_cutoff|b613a0e604fce45d4146006a310d2872,technosphere::market for diesel::RoW::kilogram,market for diesel,ei39_cutoff,b613a0e604fce45d4146006a310d2872,RoW,,0.007136592719637667,kilogram,0.7370271109743906,0.005259862314355418,tech__slow_pyrolysis_biochar_production_biooil_as_byproduct__market_for_diesel,"stage=slow pyrolysis, biochar production, biooil as byproduct; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,20,technosphere,"slow pyrolysis, biochar production, biooil as byproduct",N2,technosphere|ei39_cutoff|2ba127601085d3c181813d9d3c33b22a,"technosphere::market for nitrogen, liquid::RoW::kilogram","market for nitrogen, liquid",ei39_cutoff,2ba127601085d3c181813d9d3c33b22a,RoW,,0.024779835832075228,kilogram,0.7370271109743906,0.018263410813734088,(0.024779835832075228)*stage_scale__slow_pyrolysis_biochar_production_biooil_as_byproduct,"stage=slow pyrolysis, biochar production, biooil as byproduct; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,21,technosphere,"slow pyrolysis, biochar production, biooil as byproduct",natural gas,technosphere|ei39_cutoff|d324aeab28dcbaa4635f5ed8a617cd7f,"technosphere::market for natural gas, high pressure::US::cubic meter","market for natural gas, high pressure",ei39_cutoff,d324aeab28dcbaa4635f5ed8a617cd7f,US,,0.6325599609811253,cubic meter,0.7370271109743906,0.466213840559992,tech__slow_pyrolysis_biochar_production_biooil_as_byproduct__market_for_natural_gas_high_pressure,"stage=slow pyrolysis, biochar production, biooil as byproduct; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,22,technosphere,"slow pyrolysis, biochar production, biooil as byproduct",electricity,technosphere|ei39_cutoff|2df74714a5a7c8cc88d704fee4a848dd,"technosphere::market group for electricity, medium voltage::US::kilowatt hour","market group for electricity, medium voltage",ei39_cutoff,2df74714a5a7c8cc88d704fee4a848dd,US,,0.5943870566958543,kilowatt hour,0.7370271109743906,0.4380793751971168,tech__slow_pyrolysis_biochar_production_biooil_as_byproduct__market_group_for_electricity_medium_voltage,"stage=slow pyrolysis, biochar production, biooil as byproduct; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,23,technosphere,"treatment of waste water, waste water, steam as byproduct, in char graphite",electricity,technosphere|ei39_cutoff|2df74714a5a7c8cc88d704fee4a848dd,"technosphere::market group for electricity, medium voltage::US::kilowatt hour","market group for electricity, medium voltage",ei39_cutoff,2df74714a5a7c8cc88d704fee4a848dd,US,,0.0006111008930670575,kilowatt hour,0.7370271109743906,0.0004503979257310834,tech__treatment_of_waste_water_waste_water_steam_as_byproduct_in_char_graphite__market_group_for_electricity_medium_voltage,"stage=treatment of waste water, waste water, steam as byproduct, in char graphite; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,24,technosphere,"treatment of waste water, waste water, steam as byproduct, in char graphite",boiler chemical,technosphere|ei39_cutoff|00d51d61fff9d552854a91bd45ad14c4,"technosphere::market for hydrochloric acid, without water, in 30% solution state::RoW::kilogram","market for hydrochloric acid, without water, in 30% solution state",ei39_cutoff,00d51d61fff9d552854a91bd45ad14c4,RoW,,1.29164108735299e-05,kilogram,0.7370271109743906,9.519744990275946e-06,tech__treatment_of_waste_water_waste_water_steam_as_byproduct_in_char_graphite__market_for_hydrochloric_acid_without_water_in_30_solution_state,"stage=treatment of waste water, waste water, steam as byproduct, in char graphite; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,25,technosphere,NiAl2O3 catalyst production,,technosphere|ei39_cutoff|c819ffd8b2666db32408aadf99fc96cb,"technosphere::market for aluminium oxide, metallurgical::RoW::kilogram","market for aluminium oxide, metallurgical",ei39_cutoff,c819ffd8b2666db32408aadf99fc96cb,RoW,,4.136756780072485e-06,kilogram,0.7370271109743906,3.048901898420546e-06,(4.136756780072485e-06)*stage_scale__NiAl2O3_catalyst_production,stage=NiAl2O3 catalyst production; provider_group=background,False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,26,technosphere,NiAl2O3 catalyst production,,technosphere|ei39_cutoff|4347b9665d0aea69c7956fa09ac8db07,"technosphere::market for nickel, class 1::GLO::kilogram","market for nickel, class 1",ei39_cutoff,4347b9665d0aea69c7956fa09ac8db07,GLO,,1.0860263136042331e-05,kilogram,0.7370271109743906,8.004308363578954e-06,(1.0860263136042331e-05)*stage_scale__NiAl2O3_catalyst_production,stage=NiAl2O3 catalyst production; provider_group=background,False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,27,technosphere,"graphite production, from char, allocation",Fe,technosphere|ei39_cutoff|6d9198849efff1e8d431ca2bd2837440,"technosphere::market for iron(III) chloride, without water, in 14% iron solution state::GLO::kilogram","market for iron(III) chloride, without water, in 14% iron solution state",ei39_cutoff,6d9198849efff1e8d431ca2bd2837440,GLO,,2.6010537232865563,kilogram,0.7370271109743906,1.9170471111630725,tech__graphite_production_from_char_allocation__market_for_iron_III_chloride_without_water_in_14_iron_solution_state,"stage=graphite production, from char, allocation; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,28,technosphere,"graphite production, from char, allocation",HCl,technosphere|ei39_cutoff|00d51d61fff9d552854a91bd45ad14c4,"technosphere::market for hydrochloric acid, without water, in 30% solution state::RoW::kilogram","market for hydrochloric acid, without water, in 30% solution state",ei39_cutoff,00d51d61fff9d552854a91bd45ad14c4,RoW,,0.19911093687789042,kilogram,0.7370271109743906,0.14675015857051582,tech__graphite_production_from_char_allocation__market_for_hydrochloric_acid_without_water_in_30_solution_state,"stage=graphite production, from char, allocation; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,29,technosphere,"graphite production, from char, allocation",electricity,technosphere|ei39_cutoff|2df74714a5a7c8cc88d704fee4a848dd,"technosphere::market group for electricity, medium voltage::US::kilowatt hour","market group for electricity, medium voltage",ei39_cutoff,2df74714a5a7c8cc88d704fee4a848dd,US,,4.974913366253389,kilowatt hour,0.7370271109743906,3.6666460256776157,tech__graphite_production_from_char_allocation__market_group_for_electricity_medium_voltage,"stage=graphite production, from char, allocation; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,30,technosphere,"graphite production, from char, allocation",diesel,technosphere|ei39_cutoff|b613a0e604fce45d4146006a310d2872,technosphere::market for diesel::RoW::kilogram,market for diesel,ei39_cutoff,b613a0e604fce45d4146006a310d2872,RoW,,0.0034061417804942995,kilogram,0.7370271109743906,0.0025104188360468805,tech__graphite_production_from_char_allocation__market_for_diesel,"stage=graphite production, from char, allocation; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,31,technosphere,"graphite production, from char, allocation",natural gas,technosphere|ei39_cutoff|d324aeab28dcbaa4635f5ed8a617cd7f,"technosphere::market for natural gas, high pressure::US::cubic meter","market for natural gas, high pressure",ei39_cutoff,d324aeab28dcbaa4635f5ed8a617cd7f,US,,0.15970194349358846,cubic meter,0.7370271109743906,0.11770466203007487,tech__graphite_production_from_char_allocation__market_for_natural_gas_high_pressure,"stage=graphite production, from char, allocation; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,32,technosphere,"graphite production, from char, allocation",NaOH,technosphere|ei39_cutoff|2f298d6798217ca204f60bdc1efe8ea1,"technosphere::market for sodium hydroxide, without water, in 50% solution state::GLO::kilogram","market for sodium hydroxide, without water, in 50% solution state",ei39_cutoff,2f298d6798217ca204f60bdc1efe8ea1,GLO,,0.23550755974804244,kilogram,0.7370271109743906,0.1735754563737284,(0.23550755974804244)*stage_scale__graphite_production_from_char_allocation,"stage=graphite production, from char, allocation; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,33,technosphere,"residues production, forestry residue",,technosphere|ei39_cutoff|289eaaf5e6f8ef0f5df16e297e913692,"technosphere::hardwood forestry, beech, sustainable forest management::RoW::kilogram","hardwood forestry, beech, sustainable forest management",ei39_cutoff,289eaaf5e6f8ef0f5df16e297e913692,RoW,,0.26431823651441316,kilogram,0.7370271109743906,0.1948097062360636,(0.26431823651441316)*stage_scale__residues_production_forestry_residue,"stage=residues production, forestry residue; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,34,technosphere,"residues production, forestry residue",,technosphere|ei39_cutoff|cc629a57d77e951cdca1ee8b9abb4d32,"technosphere::hardwood forestry, birch, sustainable forest management::RoW::kilogram","hardwood forestry, birch, sustainable forest management",ei39_cutoff,cc629a57d77e951cdca1ee8b9abb4d32,RoW,,0.26431823651441316,kilogram,0.7370271109743906,0.1948097062360636,(0.26431823651441316)*stage_scale__residues_production_forestry_residue,"stage=residues production, forestry residue; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,35,technosphere,"residues production, forestry residue",,technosphere|ei39_cutoff|39637a65852c08973cb0b45962f74e09,"technosphere::hardwood forestry, eucalyptus ssp., planted forest management::RoW::kilogram","hardwood forestry, eucalyptus ssp., planted forest management",ei39_cutoff,39637a65852c08973cb0b45962f74e09,RoW,,0.26431823651441316,kilogram,0.7370271109743906,0.1948097062360636,(0.26431823651441316)*stage_scale__residues_production_forestry_residue,"stage=residues production, forestry residue; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,36,technosphere,"residues production, forestry residue",,technosphere|ei39_cutoff|c655f5b0ff84702a0077ad38fdf4f750,"technosphere::hardwood forestry, oak, sustainable forest management::RoW::kilogram","hardwood forestry, oak, sustainable forest management",ei39_cutoff,c655f5b0ff84702a0077ad38fdf4f750,RoW,,0.26431823651441316,kilogram,0.7370271109743906,0.1948097062360636,(0.26431823651441316)*stage_scale__residues_production_forestry_residue,"stage=residues production, forestry residue; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,37,technosphere,"residues production, forestry residue",,technosphere|ei39_cutoff|7f63fa1d975fd20397933993cfe1bbf2,"technosphere::softwood forestry, pine, sustainable forest management::RoW::kilogram","softwood forestry, pine, sustainable forest management",ei39_cutoff,7f63fa1d975fd20397933993cfe1bbf2,RoW,,0.26431823651441316,kilogram,0.7370271109743906,0.1948097062360636,(0.26431823651441316)*stage_scale__residues_production_forestry_residue,"stage=residues production, forestry residue; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,38,technosphere,"residues production, forestry residue",,technosphere|ei39_cutoff|a54115ba044e5f4394c78824ef3e2c6f,"technosphere::softwood forestry, spruce, sustainable forest management::RoW::kilogram","softwood forestry, spruce, sustainable forest management",ei39_cutoff,a54115ba044e5f4394c78824ef3e2c6f,RoW,,0.26431823651441316,kilogram,0.7370271109743906,0.1948097062360636,(0.26431823651441316)*stage_scale__residues_production_forestry_residue,"stage=residues production, forestry residue; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,39,technosphere,"cooling for fluegas from H2 production and wwt, in char graphite",cooling chemical,technosphere|ei39_cutoff|a59a845057a75670b39c812c45810d97,technosphere::market for diazole-compound::GLO::kilogram,market for diazole-compound,ei39_cutoff,a59a845057a75670b39c812c45810d97,GLO,,7.320628390732154e-06,kilogram,0.7370271109743906,5.3955015933384214e-06,(7.320628390732154e-06)*stage_scale__cooling_for_fluegas_from_H2_production_and_wwt_in_char_graphite,"stage=cooling for fluegas from H2 production and wwt, in char graphite; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,40,technosphere,"cooling for fluegas from H2 production and wwt, in char graphite",electricity,technosphere|ei39_cutoff|2df74714a5a7c8cc88d704fee4a848dd,"technosphere::market group for electricity, medium voltage::US::kilowatt hour","market group for electricity, medium voltage",ei39_cutoff,2df74714a5a7c8cc88d704fee4a848dd,US,,0.014279267225483143,kilowatt hour,0.7370271109743906,0.010524207070029141,tech__cooling_for_fluegas_from_H2_production_and_wwt_in_char_graphite__market_group_for_electricity_medium_voltage,"stage=cooling for fluegas from H2 production and wwt, in char graphite; provider_group=background",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,41,biosphere,"graphite production, from char, allocation",,biosphere|biosphere3|f9749677-9c9f-4678-ab55-c607dfdc2cb9,"biosphere::Carbon dioxide, fossil::air > urban air close to ground::kilogram","Carbon dioxide, fossil",biosphere3,f9749677-9c9f-4678-ab55-c607dfdc2cb9,,air > urban air close to ground,0.3071068360361609,kilogram,0.7370271109743906,0.22634606412421754,(0.3071068360361609)*stage_scale__graphite_production_from_char_allocation,"stage=graphite production, from char, allocation; provider_group=biosphere",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,42,biosphere,"graphite production, from char, allocation",,biosphere|biosphere3|5f7aad3d-566c-4d0d-ad59-e765f971aa0f,"biosphere::Methane, fossil::air > urban air close to ground::kilogram","Methane, fossil",biosphere3,5f7aad3d-566c-4d0d-ad59-e765f971aa0f,,air > urban air close to ground,5.813150718521195e-06,kilogram,0.7370271109743906,4.284449679730379e-06,(5.813150718521195e-06)*stage_scale__graphite_production_from_char_allocation,"stage=graphite production, from char, allocation; provider_group=biosphere",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,43,biosphere,"graphite production, from char, allocation",,biosphere|biosphere3|6dc1b46f-ee89-4495-95c4-b8a637bcd6cb,biosphere::Dinitrogen monoxide::air > urban air close to ground::kilogram,Dinitrogen monoxide,biosphere3,6dc1b46f-ee89-4495-95c4-b8a637bcd6cb,,air > urban air close to ground,5.637478581423027e-07,kilogram,0.7370271109743906,4.154974552046219e-07,(5.637478581423027e-07)*stage_scale__graphite_production_from_char_allocation,"stage=graphite production, from char, allocation; provider_group=biosphere",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,44,biosphere,"slow pyrolysis, biochar production, biooil as byproduct",,biosphere|biosphere3|f9749677-9c9f-4678-ab55-c607dfdc2cb9,"biosphere::Carbon dioxide, fossil::air > urban air close to ground::kilogram","Carbon dioxide, fossil",biosphere3,f9749677-9c9f-4678-ab55-c607dfdc2cb9,,air > urban air close to ground,1.2164127998096022,kilogram,0.7370271109743906,0.8965292115959408,bio__slow_pyrolysis_biochar_production_biooil_as_byproduct__Carbon_dioxide_fossil,"stage=slow pyrolysis, biochar production, biooil as byproduct; provider_group=biosphere",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,45,biosphere,"slow pyrolysis, biochar production, biooil as byproduct",,biosphere|biosphere3|5f7aad3d-566c-4d0d-ad59-e765f971aa0f,"biosphere::Methane, fossil::air > urban air close to ground::kilogram","Methane, fossil",biosphere3,5f7aad3d-566c-4d0d-ad59-e765f971aa0f,,air > urban air close to ground,2.3025182482095434e-05,kilogram,0.7370271109743906,1.6970183724436945e-05,(2.3025182482095434e-05)*stage_scale__slow_pyrolysis_biochar_production_biooil_as_byproduct,"stage=slow pyrolysis, biochar production, biooil as byproduct; provider_group=biosphere",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,46,biosphere,"slow pyrolysis, biochar production, biooil as byproduct",,biosphere|biosphere3|6dc1b46f-ee89-4495-95c4-b8a637bcd6cb,biosphere::Dinitrogen monoxide::air > urban air close to ground::kilogram,Dinitrogen monoxide,biosphere3,6dc1b46f-ee89-4495-95c4-b8a637bcd6cb,,air > urban air close to ground,2.2329366527966173e-06,kilogram,0.7370271109743906,1.6457348501995167e-06,(2.2329366527966173e-06)*stage_scale__slow_pyrolysis_biochar_production_biooil_as_byproduct,"stage=slow pyrolysis, biochar production, biooil as byproduct; provider_group=biosphere",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,47,biosphere,biooil upgrade to fuel,bioH2,biosphere|graphite_prod_char|h2_by,"biosphere::hydrogen, byproduct::inventory indicator > output flow::kilogram","hydrogen, byproduct",graphite_prod_char,h2_by,,inventory indicator > output flow,-0.04987721799945641,kilogram,0.7370271109743906,-0.03676086188557923,(-0.04987721799945641)*stage_scale__biooil_upgrade_to_fuel,stage=biooil upgrade to fuel; provider_group=biosphere,False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,48,biosphere,biooil upgrade to fuel,hydrocarbon,biosphere|graphite_prod_char|hydrocarbon_hytrt,"biosphere::hydrocarbon, from hydrotreating::inventory indicator > output flow::kilogram","hydrocarbon, from hydrotreating",graphite_prod_char,hydrocarbon_hytrt,,inventory indicator > output flow,0.33884596240647175,kilogram,0.7370271109743906,0.2497386607377788,(0.33884596240647175)*stage_scale__biooil_upgrade_to_fuel,stage=biooil upgrade to fuel; provider_group=biosphere,False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,49,biosphere,"treatment of waste water, waste water, to emit, in char graphite",wwt,biosphere|graphite_prod_char|water_wwt,"biosphere::water out, from waste water management::inventory indicator > output flow::kilogram","water out, from waste water management",graphite_prod_char,water_wwt,,inventory indicator > output flow,0.3697417159564707,kilogram,0.7370271109743906,0.27250966871811133,(0.3697417159564707)*stage_scale__treatment_of_waste_water_waste_water_to_emit_in_char_graphite,"stage=treatment of waste water, waste water, to emit, in char graphite; provider_group=biosphere",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,50,biosphere,"farming and harvest, switchgrass",,biosphere|biosphere3|afd6d670-bbb0-4625-9730-04088a5b035e,biosphere::Dinitrogen monoxide::air > non-urban air or from high stacks::kilogram,Dinitrogen monoxide,biosphere3,afd6d670-bbb0-4625-9730-04088a5b035e,,air > non-urban air or from high stacks,1.7459751945543586e-06,kilogram,0.7370271109743906,1.2868310534753483e-06,(1.7459751945543586e-06)*stage_scale__farming_and_harvest_switchgrass,"stage=farming and harvest, switchgrass; provider_group=biosphere",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,51,biosphere,"farming and harvest, switchgrass",,biosphere|biosphere3|77357947-ccc5-438e-9996-95e65e1e1bce,biosphere::Nitrogen oxides::air > non-urban air or from high stacks::kilogram,Nitrogen oxides,biosphere3,77357947-ccc5-438e-9996-95e65e1e1bce,,air > non-urban air or from high stacks,1.2633259030132e-06,kilogram,0.7370271109743906,9.311054405169319e-07,(1.2633259030132e-06)*stage_scale__farming_and_harvest_switchgrass,"stage=farming and harvest, switchgrass; provider_group=biosphere",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,52,biosphere,"treatment of NCG, hydrogen production, in char graphite",,biosphere|graphite_prod_char|air,biosphere::air::natural resource > in air::kilogram,air,graphite_prod_char,air,,natural resource > in air,1.4243551880308487,kilogram,0.7370271109743906,1.0497883892357613,(1.4243551880308487)*stage_scale__treatment_of_NCG_hydrogen_production_in_char_graphite,"stage=treatment of NCG, hydrogen production, in char graphite; provider_group=biosphere",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,53,biosphere,"treatment of NCG, hydrogen production, in char graphite",,biosphere|graphite_prod_char|lp_steam,biosphere::low-pressure steam::inventory indicator > output flow::kilogram,low-pressure steam,graphite_prod_char,lp_steam,,inventory indicator > output flow,-0.8545549429422716,kilogram,0.7370271109743906,-0.6298301607656276,(-0.8545549429422716)*stage_scale__treatment_of_NCG_hydrogen_production_in_char_graphite,"stage=treatment of NCG, hydrogen production, in char graphite; provider_group=biosphere",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,54,biosphere,"treatment of NCG, hydrogen production, in char graphite",bioH2,biosphere|graphite_prod_char|h2_by,"biosphere::hydrogen, byproduct::inventory indicator > output flow::kilogram","hydrogen, byproduct",graphite_prod_char,h2_by,,inventory indicator > output flow,0.06783344795459924,kilogram,0.7370271109743906,0.04999509017340996,(0.06783344795459924)*stage_scale__treatment_of_NCG_hydrogen_production_in_char_graphite,"stage=treatment of NCG, hydrogen production, in char graphite; provider_group=biosphere",False,True
s_c2,BC2,1 kilogram graphite,graphite_system,system::graphite_prod_char::graphtz_char_alloc,55,biosphere,"waste processing and sorting, construction and demolition",,biosphere|graphite_prod_char|consdem_res,"biosphere::waste, construction and demolition::emission > soil::kilogram","waste, construction and demolition",graphite_prod_char,consdem_res,,emission > soil,0.9911934091933591,kilogram,0.7370271109743906,0.7305364147946384,(0.9911934091933591)*stage_scale__waste_processing_and_sorting_construction_and_demolition,"stage=waste processing and sorting, construction and demolition; provider_group=biosphere",False,True
